Ration Card Number,State,District no.,Age,Gender,Family Size,Aadhaar Linked,Foodgrain Type,Monthly Quota (kg),Subsidy Amount (INR),FPS ID,Transaction Date,Transaction Status
7191581612,Tamil Nadu,District 30,63,Female,4,No,Rice,11,319,FPS9236,11-04-2024,Success
8756065476,Uttar Pradesh,District 39,49,Male,5,Yes,Rice,6,374,FPS8351,25-04-2024,Failure
4897833557,Gujarat,District 15,48,Female,6,Yes,Rice,6,103,FPS9476,22-04-2024,Success
8369877349,Madhya Pradesh,District 24,80,Other,9,Yes,Rice,23,461,FPS7552,23-04-2024,Success
1059186005,Tamil Nadu,District 44,48,Other,8,No,Sugar,29,115,FPS6525,01-04-2024,Failure
7244040300,Karnataka,District 37,77,Male,8,No,Wheat,16,196,FPS3000,02-04-2024,Success
9668156071,Uttar Pradesh,District 11,72,Male,5,No,Wheat,20,99,FPS3145,29-04-2024,Failure
1352029550,Maharashtra,District 47,45,Other,5,Yes,Wheat,25,278,FPS4756,25-04-2024,Failure
8493521195,Tamil Nadu,District 43,25,Male,5,Yes,Sugar,16,240,FPS5146,08-04-2024,Success
5842856969,Gujarat,District 5,60,Male,3,Yes,Wheat,15,306,FPS3263,19-04-2024,Failure
2317431800,Madhya Pradesh,District 29,42,Female,2,Yes,Wheat,24,130,FPS9870,12-04-2024,Success
8933777163,Madhya Pradesh,District 2,35,Male,5,No,Sugar,17,350,FPS5978,04-04-2024,Success
5858867799,Rajasthan,District 30,57,Female,2,Yes,Rice,13,217,FPS2337,17-04-2024,Failure
6090863157,West Bengal,District 17,64,Female,8,No,Millet,21,171,FPS9295,05-04-2024,Success
2150780550,Karnataka,District 7,24,Male,3,Yes,Sugar,18,143,FPS9108,05-04-2024,Failure
6514950133,Andhra Pradesh,District 38,51,Other,3,No,Pulses,24,230,FPS2493,13-04-2024,Failure
3188603841,Madhya Pradesh,District 33,47,Male,5,No,Sugar,30,435,FPS8631,25-04-2024,Failure
5973841733,Karnataka,District 46,71,Female,5,Yes,Pulses,12,352,FPS1604,17-04-2024,Success
7788808678,Madhya Pradesh,District 18,65,Male,8,No,Millet,17,374,FPS5893,08-04-2024,Success
1276120212,Bihar,District 24,64,Female,3,Yes,Pulses,29,344,FPS7775,30-04-2024,Success
8970173915,Karnataka,District 33,30,Female,5,Yes,Millet,22,139,FPS2987,25-04-2024,Success
4834265583,Tamil Nadu,District 45,48,Other,5,No,Wheat,35,249,FPS6889,22-04-2024,Success
6076018373,Bihar,District 7,28,Other,2,No,Rice,33,96,FPS2144,03-04-2024,Failure
5346990398,Karnataka,District 19,80,Male,10,Yes,Wheat,12,200,FPS9850,06-04-2024,Failure
9769163514,Gujarat,District 19,56,Other,4,Yes,Sugar,31,95,FPS9713,11-04-2024,Success
6459166262,Uttar Pradesh,District 27,52,Other,8,No,Rice,25,306,FPS6789,30-04-2024,Success
4372634534,Karnataka,District 33,29,Other,3,No,Millet,11,263,FPS5101,03-04-2024,Success
7892775848,Madhya Pradesh,District 38,80,Other,4,No,Millet,16,498,FPS4543,05-04-2024,Failure
5269680245,Gujarat,District 49,45,Male,10,No,Millet,16,447,FPS5406,02-04-2024,Success
3850727940,Tamil Nadu,District 30,76,Male,5,No,Wheat,31,428,FPS5250,14-04-2024,Failure
8287403722,West Bengal,District 19,44,Female,10,Yes,Sugar,11,95,FPS9950,25-04-2024,Success
5992866782,Karnataka,District 19,66,Other,4,Yes,Rice,23,485,FPS8096,03-04-2024,Failure
5088127853,Bihar,District 31,40,Other,2,Yes,Rice,7,189,FPS8681,21-04-2024,Failure
8520820413,Madhya Pradesh,District 24,39,Other,9,Yes,Rice,21,385,FPS5135,18-04-2024,Success
2189676381,Uttar Pradesh,District 8,55,Other,8,No,Pulses,19,355,FPS1558,24-04-2024,Success
7968867296,Karnataka,District 21,72,Female,9,Yes,Wheat,20,294,FPS4577,23-04-2024,Failure
3102923416,Bihar,District 25,48,Female,4,No,Wheat,33,295,FPS5980,07-04-2024,Success
4508479406,Uttar Pradesh,District 13,48,Other,3,Yes,Sugar,21,355,FPS6622,18-04-2024,Success
5551092586,Andhra Pradesh,District 31,50,Female,8,Yes,Rice,13,182,FPS5595,14-04-2024,Failure
1075052995,Gujarat,District 39,29,Male,5,Yes,Millet,5,106,FPS8463,09-04-2024,Failure
2871651485,Gujarat,District 38,25,Female,8,Yes,Pulses,11,244,FPS7414,01-04-2024,Success
2281378601,Andhra Pradesh,District 24,60,Female,5,No,Sugar,12,272,FPS2544,12-04-2024,Success
4617298307,Tamil Nadu,District 23,47,Female,4,Yes,Pulses,12,415,FPS3281,09-04-2024,Success
4338523953,Andhra Pradesh,District 10,60,Other,7,No,Pulses,34,194,FPS2472,28-04-2024,Failure
6167776951,Bihar,District 15,57,Other,9,Yes,Wheat,10,224,FPS4991,22-04-2024,Failure
5599016143,Rajasthan,District 19,42,Male,7,No,Wheat,12,419,FPS1934,08-04-2024,Success
1661791418,Uttar Pradesh,District 28,23,Male,10,Yes,Wheat,33,406,FPS3739,07-04-2024,Failure
5251002461,Maharashtra,District 28,56,Other,8,Yes,Sugar,22,292,FPS1084,23-04-2024,Failure
2821715095,Rajasthan,District 38,66,Female,2,No,Wheat,8,415,FPS5446,01-04-2024,Failure
7875558806,Rajasthan,District 5,54,Female,6,No,Millet,26,249,FPS1875,09-04-2024,Failure
4505589307,Andhra Pradesh,District 30,39,Male,3,No,Rice,6,137,FPS4434,30-04-2024,Failure
7404560468,Madhya Pradesh,District 26,55,Female,9,No,Wheat,20,299,FPS9551,30-04-2024,Success
4166850773,Bihar,District 24,46,Female,6,Yes,Wheat,14,224,FPS6829,29-04-2024,Success
7711508837,Bihar,District 25,25,Male,10,Yes,Rice,29,166,FPS2543,29-04-2024,Success
8546192720,Uttar Pradesh,District 15,68,Female,10,No,Millet,8,198,FPS6457,15-04-2024,Failure
4911333046,Bihar,District 24,25,Male,8,No,Pulses,20,238,FPS5924,13-04-2024,Failure
9407569435,Tamil Nadu,District 17,45,Other,2,No,Pulses,10,103,FPS9524,30-04-2024,Success
3988030586,Rajasthan,District 44,21,Female,10,Yes,Millet,7,446,FPS9867,12-04-2024,Failure
7557886940,Bihar,District 27,55,Male,9,Yes,Pulses,19,198,FPS2314,21-04-2024,Success
2717270982,Gujarat,District 9,32,Female,9,Yes,Millet,26,138,FPS8975,13-04-2024,Failure
9009441911,Madhya Pradesh,District 41,62,Other,6,No,Rice,26,365,FPS4688,12-04-2024,Success
2548406038,Uttar Pradesh,District 46,46,Male,10,Yes,Pulses,16,226,FPS5076,17-04-2024,Success
9034282285,Bihar,District 40,44,Female,6,No,Sugar,5,395,FPS7221,26-04-2024,Failure
2436959259,Tamil Nadu,District 44,24,Female,8,Yes,Millet,6,82,FPS2990,29-04-2024,Failure
1714791318,Uttar Pradesh,District 32,80,Female,7,No,Pulses,27,408,FPS7836,06-04-2024,Failure
3667147180,Gujarat,District 28,37,Other,3,Yes,Rice,25,84,FPS5867,30-04-2024,Failure
7281643964,Maharashtra,District 29,50,Male,10,Yes,Rice,35,429,FPS8112,06-04-2024,Success
7126158889,Andhra Pradesh,District 34,57,Other,5,No,Sugar,26,107,FPS3945,09-04-2024,Failure
4154612774,Maharashtra,District 30,59,Female,8,Yes,Wheat,18,88,FPS3334,22-04-2024,Success
7114757372,Maharashtra,District 35,41,Other,8,Yes,Millet,10,325,FPS5301,09-04-2024,Success
8107049157,Rajasthan,District 31,21,Male,3,No,Rice,19,472,FPS8064,20-04-2024,Success
5057184268,Andhra Pradesh,District 13,32,Other,7,No,Sugar,11,337,FPS9192,18-04-2024,Success
3684431397,Andhra Pradesh,District 26,31,Other,7,Yes,Wheat,17,146,FPS7396,10-04-2024,Success
5517217729,Bihar,District 50,56,Male,4,No,Wheat,8,227,FPS7552,18-04-2024,Success
6338484934,Bihar,District 25,52,Male,6,No,Rice,15,477,FPS3636,21-04-2024,Success
1466645257,Karnataka,District 12,73,Female,6,Yes,Millet,9,321,FPS8771,29-04-2024,Success
3573061332,Uttar Pradesh,District 11,64,Male,8,Yes,Sugar,15,186,FPS4950,11-04-2024,Success
3412432890,West Bengal,District 39,54,Other,7,No,Millet,26,308,FPS8388,15-04-2024,Success
2454749188,Bihar,District 41,23,Male,2,Yes,Millet,8,365,FPS8678,04-04-2024,Failure
5904514861,Bihar,District 28,41,Male,6,Yes,Millet,13,495,FPS7989,18-04-2024,Failure
5455724332,Uttar Pradesh,District 34,65,Other,10,Yes,Rice,28,318,FPS3277,03-04-2024,Success
9284826922,Rajasthan,District 24,26,Other,8,No,Pulses,17,459,FPS4202,15-04-2024,Success
4047367911,Madhya Pradesh,District 17,43,Female,7,No,Millet,19,447,FPS1622,05-04-2024,Failure
8437334690,Andhra Pradesh,District 4,55,Other,6,Yes,Millet,18,144,FPS4330,14-04-2024,Failure
5243781553,West Bengal,District 39,29,Female,2,No,Rice,30,216,FPS8861,30-04-2024,Success
2187253114,Gujarat,District 28,37,Male,2,Yes,Pulses,16,427,FPS2879,08-04-2024,Success
7161208586,Maharashtra,District 5,35,Male,10,No,Millet,6,325,FPS5940,27-04-2024,Failure
3775048100,Bihar,District 49,41,Male,8,No,Pulses,5,128,FPS6145,25-04-2024,Failure
4119727518,Madhya Pradesh,District 49,57,Female,4,Yes,Rice,15,110,FPS7547,17-04-2024,Failure
1870771595,West Bengal,District 20,80,Female,8,No,Sugar,15,249,FPS4522,21-04-2024,Success
6222600276,Uttar Pradesh,District 4,67,Female,9,No,Wheat,13,486,FPS6427,22-04-2024,Success
6129209579,Madhya Pradesh,District 38,46,Male,4,No,Pulses,30,281,FPS6509,19-04-2024,Success
9596064015,Rajasthan,District 21,51,Other,6,Yes,Sugar,13,361,FPS5702,28-04-2024,Failure
3714380817,Karnataka,District 6,35,Other,9,No,Rice,24,54,FPS5773,24-04-2024,Success
4750731092,Karnataka,District 48,41,Other,3,No,Rice,29,198,FPS3155,03-04-2024,Failure
9979493430,Gujarat,District 17,72,Male,2,No,Wheat,32,342,FPS1631,17-04-2024,Success
4674202000,Bihar,District 37,23,Female,9,No,Wheat,18,61,FPS5970,04-04-2024,Failure
4253966254,West Bengal,District 9,57,Female,10,Yes,Wheat,20,474,FPS7975,27-04-2024,Failure
1638710074,Maharashtra,District 33,27,Male,5,Yes,Sugar,9,378,FPS6812,15-04-2024,Success
5414320743,Maharashtra,District 45,46,Female,6,No,Pulses,33,77,FPS2768,08-04-2024,Success
2975999926,West Bengal,District 20,20,Other,4,Yes,Wheat,19,156,FPS2885,12-04-2024,Success
8876303907,West Bengal,District 43,68,Other,3,No,Rice,29,99,FPS4870,15-04-2024,Success
5412018360,West Bengal,District 29,53,Female,10,No,Sugar,28,275,FPS6129,19-04-2024,Failure
4386595658,Rajasthan,District 25,39,Male,5,Yes,Sugar,25,130,FPS9021,05-04-2024,Success
5560994367,West Bengal,District 31,60,Other,10,Yes,Sugar,14,292,FPS3867,02-04-2024,Success
3566745333,West Bengal,District 4,52,Male,3,No,Rice,20,77,FPS5228,10-04-2024,Success
5378166796,Andhra Pradesh,District 37,71,Other,9,Yes,Pulses,33,422,FPS8089,02-04-2024,Failure
3901646730,Uttar Pradesh,District 6,68,Female,3,No,Wheat,32,464,FPS1112,23-04-2024,Success
8533768514,Tamil Nadu,District 11,65,Female,7,No,Rice,8,127,FPS2898,18-04-2024,Success
3613187588,Uttar Pradesh,District 45,57,Other,8,No,Pulses,16,407,FPS8177,27-04-2024,Failure
7722807061,Maharashtra,District 6,34,Other,6,No,Pulses,7,178,FPS2100,09-04-2024,Failure
6463879819,Gujarat,District 20,45,Other,9,No,Millet,29,383,FPS5301,18-04-2024,Failure
2034562762,West Bengal,District 6,22,Female,5,No,Millet,22,293,FPS2414,14-04-2024,Failure
3515209187,Bihar,District 31,40,Female,9,Yes,Millet,11,237,FPS3136,18-04-2024,Success
3084791381,Andhra Pradesh,District 27,66,Other,9,Yes,Rice,13,93,FPS7018,13-04-2024,Success
8371156484,Gujarat,District 48,56,Female,7,No,Rice,21,348,FPS5355,17-04-2024,Failure
4309103155,Uttar Pradesh,District 20,24,Female,7,No,Sugar,18,315,FPS2380,07-04-2024,Failure
2071756001,Madhya Pradesh,District 43,57,Male,10,Yes,Millet,13,410,FPS5203,19-04-2024,Success
1140337880,Maharashtra,District 31,45,Female,7,No,Rice,20,441,FPS6935,24-04-2024,Failure
2211868967,Madhya Pradesh,District 24,51,Male,2,Yes,Rice,6,259,FPS6217,18-04-2024,Failure
3873162594,West Bengal,District 39,75,Other,2,Yes,Rice,19,288,FPS7119,09-04-2024,Failure
1289126420,Bihar,District 36,43,Male,6,No,Millet,16,213,FPS5712,27-04-2024,Failure
4951066738,Gujarat,District 44,46,Other,8,Yes,Sugar,20,233,FPS7009,07-04-2024,Success
8927151710,Bihar,District 17,22,Female,8,No,Millet,11,346,FPS6658,06-04-2024,Success
6783600212,Andhra Pradesh,District 44,21,Other,3,No,Millet,31,140,FPS7688,06-04-2024,Success
3853605523,Tamil Nadu,District 29,52,Male,9,No,Pulses,6,132,FPS4069,16-04-2024,Success
1138265603,Karnataka,District 32,29,Male,10,No,Pulses,30,321,FPS9216,07-04-2024,Success
3272823073,Maharashtra,District 22,72,Other,8,No,Pulses,9,159,FPS1625,26-04-2024,Success
7611517400,Tamil Nadu,District 12,31,Female,10,No,Rice,7,496,FPS6761,07-04-2024,Success
1553546635,Andhra Pradesh,District 18,51,Other,3,No,Wheat,19,162,FPS8868,21-04-2024,Success
9285701008,Tamil Nadu,District 31,34,Other,7,No,Wheat,13,256,FPS9340,15-04-2024,Failure
6439349408,Andhra Pradesh,District 25,65,Male,8,No,Millet,22,486,FPS7471,29-04-2024,Failure
1848191423,Andhra Pradesh,District 37,29,Male,7,Yes,Pulses,23,332,FPS6541,16-04-2024,Success
7275428007,Uttar Pradesh,District 29,26,Other,10,No,Sugar,10,439,FPS7375,23-04-2024,Success
9748561856,Maharashtra,District 25,18,Female,5,No,Pulses,23,363,FPS8967,18-04-2024,Success
6489945377,Rajasthan,District 23,68,Other,4,No,Wheat,33,321,FPS9623,10-04-2024,Success
7595197935,Rajasthan,District 16,39,Male,8,No,Pulses,10,386,FPS5632,14-04-2024,Failure
4729322515,Bihar,District 26,71,Male,10,No,Wheat,15,79,FPS9667,11-04-2024,Success
8789006652,Rajasthan,District 41,22,Female,4,Yes,Sugar,29,117,FPS3819,15-04-2024,Failure
9194497979,Gujarat,District 1,33,Male,5,No,Pulses,15,77,FPS6826,20-04-2024,Success
8167069544,Madhya Pradesh,District 13,34,Female,6,Yes,Sugar,35,251,FPS4818,21-04-2024,Success
8015175395,Madhya Pradesh,District 29,20,Other,7,No,Wheat,11,272,FPS4568,16-04-2024,Failure
3111962822,Madhya Pradesh,District 20,59,Other,4,No,Wheat,30,186,FPS3624,21-04-2024,Success
6625600444,Maharashtra,District 16,64,Other,9,Yes,Wheat,20,389,FPS8138,14-04-2024,Success
1250498856,Karnataka,District 11,62,Male,2,No,Millet,14,65,FPS7742,04-04-2024,Success
4760213368,Bihar,District 14,19,Other,3,No,Rice,20,354,FPS4043,29-04-2024,Failure
5523073626,Tamil Nadu,District 49,43,Female,10,Yes,Wheat,30,497,FPS5951,06-04-2024,Success
6394443740,Gujarat,District 11,60,Female,3,No,Pulses,26,261,FPS4237,13-04-2024,Success
1593239241,Maharashtra,District 10,65,Other,10,No,Rice,25,457,FPS9562,30-04-2024,Failure
5030443843,Andhra Pradesh,District 24,42,Female,8,No,Pulses,34,281,FPS1342,21-04-2024,Success
2055826503,West Bengal,District 39,29,Other,6,Yes,Sugar,18,108,FPS3836,24-04-2024,Success
7593438048,West Bengal,District 50,43,Male,7,No,Wheat,33,226,FPS5814,15-04-2024,Success
7596801170,Tamil Nadu,District 32,46,Other,8,No,Sugar,26,401,FPS1935,25-04-2024,Success
7184421276,Madhya Pradesh,District 41,21,Other,2,Yes,Rice,29,480,FPS2780,26-04-2024,Failure
6898523600,Uttar Pradesh,District 38,45,Female,6,Yes,Rice,14,333,FPS7605,03-04-2024,Success
8816921152,Madhya Pradesh,District 30,55,Male,10,Yes,Pulses,30,180,FPS7178,11-04-2024,Success
8992426758,Karnataka,District 10,27,Male,10,Yes,Pulses,15,161,FPS7630,21-04-2024,Failure
1004327450,West Bengal,District 40,53,Male,2,No,Millet,8,271,FPS6070,18-04-2024,Success
1813723417,West Bengal,District 37,25,Female,4,Yes,Pulses,24,285,FPS9882,18-04-2024,Success
7423801797,Maharashtra,District 24,34,Male,4,No,Wheat,18,395,FPS4533,16-04-2024,Failure
2337398530,Maharashtra,District 22,47,Male,2,Yes,Millet,6,384,FPS1436,17-04-2024,Failure
3349516470,Tamil Nadu,District 15,41,Female,7,No,Pulses,11,351,FPS3912,18-04-2024,Success
8757523427,Uttar Pradesh,District 28,74,Female,9,No,Sugar,17,380,FPS2160,03-04-2024,Failure
7520764553,Bihar,District 16,58,Other,3,No,Pulses,26,174,FPS7946,19-04-2024,Failure
7024610319,Gujarat,District 11,20,Female,10,Yes,Pulses,13,107,FPS2763,16-04-2024,Failure
8969592427,West Bengal,District 21,53,Female,2,No,Rice,17,248,FPS7641,26-04-2024,Failure
2053827609,Gujarat,District 49,78,Male,3,Yes,Wheat,32,192,FPS7928,12-04-2024,Success
5130755247,Tamil Nadu,District 6,50,Male,3,No,Pulses,6,281,FPS2409,24-04-2024,Success
4673547761,Gujarat,District 3,55,Female,3,No,Millet,33,340,FPS6630,24-04-2024,Success
8961790687,Uttar Pradesh,District 23,37,Male,5,Yes,Rice,16,66,FPS2379,06-04-2024,Success
2891124505,Maharashtra,District 49,44,Female,10,No,Wheat,29,298,FPS3941,29-04-2024,Success
9700901081,Rajasthan,District 46,60,Male,9,No,Millet,6,381,FPS4786,09-04-2024,Success
3530447329,Madhya Pradesh,District 22,75,Female,7,Yes,Rice,25,137,FPS4647,15-04-2024,Failure
1940982733,Gujarat,District 4,46,Other,9,No,Pulses,13,382,FPS5145,16-04-2024,Failure
6962022726,Uttar Pradesh,District 11,26,Other,2,No,Millet,16,136,FPS6399,27-04-2024,Success
1086581360,Rajasthan,District 45,58,Male,3,Yes,Wheat,33,72,FPS9427,05-04-2024,Failure
8207089952,Gujarat,District 30,36,Other,8,No,Sugar,34,197,FPS3260,26-04-2024,Success
6404820120,Andhra Pradesh,District 36,66,Male,7,Yes,Millet,19,208,FPS3760,03-04-2024,Failure
6062734470,Karnataka,District 41,25,Male,8,No,Sugar,29,57,FPS5098,29-04-2024,Failure
9442737383,Rajasthan,District 39,49,Male,5,Yes,Wheat,21,281,FPS1781,26-04-2024,Success
1878495144,Madhya Pradesh,District 3,19,Other,3,No,Sugar,11,375,FPS8270,12-04-2024,Success
5504146839,Maharashtra,District 19,57,Male,5,Yes,Millet,31,492,FPS2344,19-04-2024,Failure
8185594715,Uttar Pradesh,District 45,50,Female,6,No,Sugar,28,234,FPS6491,20-04-2024,Success
4670038197,Maharashtra,District 23,79,Female,7,No,Rice,13,498,FPS6926,11-04-2024,Failure
1577027365,West Bengal,District 42,48,Female,3,No,Sugar,25,244,FPS4065,17-04-2024,Failure
1679389742,Madhya Pradesh,District 30,18,Other,3,Yes,Rice,17,277,FPS4002,13-04-2024,Success
7292501184,Madhya Pradesh,District 41,47,Other,2,No,Sugar,34,55,FPS3767,06-04-2024,Failure
3793288291,Gujarat,District 17,59,Other,3,Yes,Wheat,27,331,FPS4040,21-04-2024,Success
7241429792,Andhra Pradesh,District 22,53,Female,6,No,Rice,20,337,FPS2302,06-04-2024,Failure
7266322328,Gujarat,District 22,71,Male,4,No,Wheat,11,365,FPS3647,18-04-2024,Success
6911400687,Bihar,District 19,42,Female,8,Yes,Pulses,17,297,FPS5290,29-04-2024,Failure
2105681990,Bihar,District 3,23,Male,4,Yes,Sugar,27,284,FPS7244,07-04-2024,Success
8067671795,Bihar,District 10,49,Other,4,No,Wheat,16,416,FPS4582,26-04-2024,Success
7154233208,Tamil Nadu,District 37,28,Female,5,No,Rice,27,186,FPS2196,18-04-2024,Success
2315449716,West Bengal,District 50,55,Other,3,No,Pulses,20,190,FPS4888,03-04-2024,Success
7145476114,Tamil Nadu,District 37,47,Female,6,Yes,Wheat,24,275,FPS3904,10-04-2024,Success
8280782928,Bihar,District 15,74,Male,7,No,Sugar,11,386,FPS9946,12-04-2024,Failure
3281845403,Andhra Pradesh,District 18,73,Male,6,Yes,Rice,14,491,FPS4681,18-04-2024,Success
2446554627,Tamil Nadu,District 15,35,Other,6,No,Millet,22,450,FPS5646,12-04-2024,Failure
8055674658,Tamil Nadu,District 28,21,Female,10,Yes,Wheat,31,492,FPS2637,23-04-2024,Failure
6087533953,Tamil Nadu,District 23,55,Other,3,No,Rice,7,344,FPS2578,24-04-2024,Failure
1453131402,Rajasthan,District 33,35,Male,10,Yes,Millet,32,51,FPS8742,03-04-2024,Failure
7739308566,West Bengal,District 42,24,Female,5,No,Wheat,29,133,FPS1366,14-04-2024,Failure
5919767593,Karnataka,District 30,63,Male,10,No,Pulses,22,80,FPS6028,27-04-2024,Failure
8009127610,Andhra Pradesh,District 28,37,Other,4,Yes,Pulses,6,249,FPS9162,02-04-2024,Failure
3814957066,Karnataka,District 44,37,Other,6,Yes,Pulses,12,232,FPS3256,06-04-2024,Success
1198549795,West Bengal,District 2,41,Male,5,Yes,Pulses,31,499,FPS3775,03-04-2024,Success
2189637015,Uttar Pradesh,District 26,32,Male,4,Yes,Pulses,8,454,FPS6624,09-04-2024,Success
1221363951,Karnataka,District 41,68,Female,2,Yes,Rice,13,300,FPS1389,10-04-2024,Failure
7306848183,Karnataka,District 29,73,Male,8,No,Pulses,14,61,FPS3976,09-04-2024,Success
4210332476,Bihar,District 30,19,Male,8,No,Rice,25,396,FPS3036,15-04-2024,Success
3617034557,Karnataka,District 8,20,Other,3,No,Millet,14,183,FPS8261,07-04-2024,Failure
9388547348,Bihar,District 21,65,Other,7,Yes,Sugar,21,259,FPS2960,27-04-2024,Success
2863775295,Rajasthan,District 37,52,Other,7,Yes,Rice,17,234,FPS6558,19-04-2024,Success
8241403990,Rajasthan,District 1,66,Other,10,Yes,Wheat,16,91,FPS4423,14-04-2024,Failure
9354927351,Uttar Pradesh,District 20,70,Male,7,No,Pulses,22,104,FPS9356,29-04-2024,Failure
1465277232,Karnataka,District 12,26,Female,2,No,Millet,20,361,FPS1270,14-04-2024,Failure
2682375545,Andhra Pradesh,District 39,39,Male,3,Yes,Rice,35,387,FPS3837,12-04-2024,Success
2116407353,Rajasthan,District 34,72,Female,6,No,Wheat,27,266,FPS5198,09-04-2024,Failure
8680747322,Karnataka,District 8,18,Female,9,Yes,Millet,30,417,FPS1523,14-04-2024,Success
8671621763,Uttar Pradesh,District 25,45,Male,2,No,Wheat,16,315,FPS1479,11-04-2024,Success
2044367264,Gujarat,District 14,18,Other,6,Yes,Wheat,10,275,FPS7430,25-04-2024,Success
5974694940,Rajasthan,District 7,32,Other,3,No,Wheat,32,406,FPS1789,20-04-2024,Failure
3360314350,Tamil Nadu,District 37,63,Other,5,Yes,Sugar,18,464,FPS5128,25-04-2024,Success
5703313011,Uttar Pradesh,District 5,41,Male,6,Yes,Sugar,22,358,FPS3763,24-04-2024,Success
7063738786,Tamil Nadu,District 43,67,Female,10,Yes,Sugar,5,193,FPS2913,27-04-2024,Success
5254412394,Bihar,District 40,23,Female,4,Yes,Millet,24,350,FPS4429,25-04-2024,Failure
1498039085,Gujarat,District 46,27,Other,10,No,Millet,29,467,FPS6360,24-04-2024,Failure
3907047059,Rajasthan,District 50,32,Female,3,Yes,Wheat,26,460,FPS3306,23-04-2024,Failure
8022272575,Rajasthan,District 1,53,Male,9,No,Pulses,20,299,FPS3196,08-04-2024,Failure
2591574164,West Bengal,District 9,29,Female,4,Yes,Rice,6,373,FPS2502,10-04-2024,Success
5530015076,Tamil Nadu,District 9,20,Other,7,Yes,Sugar,12,478,FPS7874,30-04-2024,Failure
7394612865,West Bengal,District 38,60,Male,8,Yes,Pulses,26,500,FPS6725,02-04-2024,Failure
7364271661,Madhya Pradesh,District 11,40,Female,10,Yes,Rice,14,318,FPS8080,07-04-2024,Failure
2021630668,Tamil Nadu,District 22,46,Female,8,Yes,Pulses,34,298,FPS9015,30-04-2024,Failure
